@id	@lon	@lat
488320999	16.0080739	48.7651297
489878843	15.9662217	48.6984260
489878845	15.9640991	48.7018183
489878848	15.9627893	48.7038837
489878851	15.9624524	48.7046683
489878857	15.9624537	48.7057027
489878859	15.9633369	48.7070692
489878860	15.9643332	48.7076838
489878861	15.9663594	48.7081403
489878862	15.9674667	48.7082237
489878865	15.9690978	48.7084632
489878867	15.9697065	48.7086692
489878869	15.9707172	48.7092623
489878871	15.9714534	48.7102073
489878873	15.9715432	48.7104596
489878876	15.9714742	48.7116363
489878879	15.9710232	48.7125977
489878882	15.9704469	48.7137672
489878883	15.9697321	48.7152208
489878885	15.9693271	48.7160434
489878886	15.9683337	48.7172903
489878887	15.9657468	48.7192836
489878890	15.9628714	48.7216111
489878896	15.9624946	48.7220336
489878900	15.9614699	48.7231369
489878904	15.9599353	48.7247938
489878918	15.9495949	48.7421902
489878922	15.9505960	48.7427788
489878926	15.9536042	48.7442299
489884524	15.9599315	48.6764194
489884547	15.9587741	48.6776412
489884565	15.9585113	48.6787475
489884585	15.9586487	48.6794476
489884593	15.9587487	48.6796843
489884609	15.9598045	48.6808586
489884617	15.9603366	48.6811805
489884647	15.9654917	48.6830175
489884697	15.9668267	48.6835980
489884708	15.9672867	48.6838436
489884722	15.9692175	48.6852814
489884730	15.9698146	48.6859511
489884744	15.9703095	48.6866539
489884772	15.9708734	48.6879563
489884825	15.9705986	48.6914807
489884846	15.9672790	48.6967137
489893412	16.0424515	48.6470855
489893416	16.0402080	48.6493555
489893420	16.0387451	48.6508370
489893428	16.0367023	48.6529067
489893440	16.0351426	48.6544845
489893448	16.0337945	48.6559485
489893457	16.0324386	48.6576569
489893476	16.0317678	48.6585295
489893506	16.0262932	48.6656451
489893514	16.0258203	48.6662062
489893537	16.0242246	48.6676202
489893600	16.0074829	48.6705986
489893623	16.0031636	48.6710163
489893644	15.9989546	48.6721956
489893668	15.9942980	48.6734833
489893681	15.9929278	48.6735051
489893687	15.9916850	48.6732446
489893702	15.9890636	48.6713797
489893716	15.9873576	48.6700728
489893752	15.9676059	48.6743468
489899497	16.0806472	48.6255896
489899650	16.0918041	48.6163469
489899690	16.0927158	48.6121854
489899742	16.0927417	48.6117474
489899748	16.0924617	48.6135241
489899758	16.0916815	48.6168309
489899775	16.0911799	48.6180600
489899780	16.0899951	48.6195640
489899789	16.0811634	48.6251428
489899792	16.0800130	48.6263224
489899798	16.0792190	48.6281339
489899800	16.0784386	48.6310128
489899813	16.0775463	48.6333960
489899827	16.0771161	48.6340636
489899846	16.0757076	48.6356020
489899860	16.0731057	48.6373393
489899868	16.0702813	48.6384398
489899886	16.0550879	48.6419696
489907138	16.0625722	48.5275378
489907143	16.0625597	48.5278104
489907158	16.0634232	48.5315918
489907210	16.0691038	48.5527706
489907215	16.0696475	48.5542378
489907304	16.0725311	48.5673701
489907324	16.0742461	48.5714557
489907331	16.0754329	48.5726347
489907338	16.0827581	48.5780775
489907344	16.0842448	48.5795197
489907361	16.0850846	48.5808416
489907366	16.0852228	48.5811540
489907375	16.0883956	48.5928703
489907391	16.0867050	48.6006134
489907394	16.0866669	48.6010190
489907398	16.0882463	48.6056272
489907410	16.0913492	48.6087689
489910863	16.0752927	48.5145571
489910885	16.0689505	48.5214346
489910901	16.0628905	48.5263235
489910914	16.0626557	48.5270213
489926805	16.1868093	48.3930739
489926897	16.1841820	48.3997087
489926931	16.1836547	48.4010873
489926989	16.1825751	48.4034226
489927051	16.1810470	48.4057020
489927068	16.1796346	48.4076971
489927076	16.1782593	48.4096441
489927080	16.1776426	48.4105334
489927127	16.1676402	48.4180638
489927133	16.1670626	48.4194884
489927145	16.1671275	48.4206911
489927154	16.1679363	48.4221715
489927175	16.1707914	48.4246008
489927291	16.1733478	48.4505025
489927390	16.1470785	48.4785002
489927407	16.1375251	48.4819795
489927423	16.1356073	48.4832111
489927442	16.1236095	48.4954443
489927469	16.1210271	48.4970456
490518809	15.9851769	48.6695631
490518810	15.9844507	48.6695815
492916616	15.9545421	48.7502095
493311615	15.9793460	48.7572513
493311634	15.9959994	48.7542013
497528708	16.3923496	48.2125116
497528709	16.3921382	48.2120604
506326473	16.0026958	48.7570499
529781023	15.9504029	48.7426814
529785106	15.9589845	48.6773027
529785107	15.9595014	48.6767439
529785108	15.9608021	48.6759698
529785109	15.9635185	48.6752302
529785256	15.9585561	48.6782486
534859601	15.9647815	48.7614165
565636574	16.3240621	48.3489197
567076926	16.3472883	48.3163947
581065215	16.0068658	48.7633053
581074708	15.9614083	48.7590374
581250498	15.9657098	48.6992652
581250499	15.9656079	48.6994241
581250503	15.9479356	48.7382525
581250504	15.9478297	48.7387633
581250766	15.9610435	48.6814807
581250781	15.9609574	48.6814482
581250877	15.9610784	48.6758702
581250946	15.9878319	48.6703422
581251162	15.9478204	48.7388530
581251163	15.9478050	48.7393087
581251164	15.9478807	48.7398405
581251165	15.9481939	48.7406598
581251166	15.9488435	48.7415398
581251167	15.9492670	48.7419373
583309461	16.3833881	48.1879422
583309465	16.3826688	48.1880125
613039786	16.2370690	48.3788577
613039787	16.2373158	48.3788210
625330891	16.1683353	48.4591197
625330941	16.1684603	48.4589917
634991124	16.1425815	48.4800848
634991418	16.1568098	48.4709146
634991425	16.1568878	48.4708348
634993351	16.1098424	48.5011785
634993352	16.1099826	48.5011276
635300728	16.0709981	48.5567965
635300790	16.0709369	48.5566832
635301065	16.0674518	48.5466518
635301081	16.0673874	48.5464017
635301178	16.0663063	48.5423599
635301628	16.0662878	48.5422943
635302701	16.0860857	48.5098221
635302713	16.0859727	48.5098636
635339562	16.0924839	48.6134306
635340169	16.0866620	48.6010840
635340848	16.0876044	48.5974041
635340857	16.0876224	48.5973468
635773220	16.0338687	48.6558643
635773334	16.0910156	48.6183348
652098356	16.3370096	48.1753020
704415649	16.0748506	48.5149726
717837771	16.3559689	48.3065419
725154471	16.3719081	48.2935586
725154472	16.3718597	48.2935981
725156224	16.3607784	48.3026263
725156243	16.3608939	48.3025332
725158795	16.3509583	48.3111247
725158834	16.3508767	48.3112294
725159717	16.3478699	48.3155413
725159718	16.3477851	48.3156654
789464045	16.2016463	48.3843566
824349474	16.0685318	48.5506595
824349606	16.0684379	48.5503261
872603401	16.0416919	48.8276163
872603404	16.0415259	48.8270150
872603406	16.0416802	48.8260845
872603423	16.0415977	48.8263127
872603425	16.0420561	48.8281750
919616935	16.2229949	48.3809563
936479232	15.9632901	48.7030922
936711245	15.9526503	48.7326464
942290361	16.3561593	48.1797501
962989088	15.9685521	48.7170877
966023329	16.0231628	48.6683115
967893375	16.3455916	48.3188753
973849229	16.0427697	48.6467667
973849301	16.0379994	48.6515938
984228767	15.9661374	48.6746131
1067778117	16.0474470	48.8354083
1071223332	16.0281779	48.7893198
1071223377	16.0281379	48.7891631
1073080623	15.9984262	48.7542092
1073080640	16.0003065	48.7547649
1076942908	15.9911887	48.7558793
1076942913	15.9896423	48.7562766
1076942916	15.9814225	48.7566769
1076942927	16.0017043	48.7557118
1076946183	15.9686387	48.7613967
1076946184	15.9670776	48.7616312
1076946185	15.9653497	48.7615339
1112948742	16.3891716	48.1874364
1112948746	16.3897601	48.1877182
1112948756	16.3879246	48.1871198
1127677548	16.1731231	48.4265599
1128896526	16.0628068	48.5265342
1128896541	16.0643064	48.5245246
1128896550	16.0665821	48.5230765
1128896560	16.0686937	48.5216789
1128896640	16.0627180	48.5289462
1131224460	16.0906217	48.6188844
1156806584	16.3915458	48.1905679
1156806676	16.3915047	48.1898429
1156806785	16.3911057	48.1917441
1156806868	16.3914053	48.1911707
1168799430	16.3926645	48.2134112
1168799440	16.3926228	48.2132953
1170625038	16.3946298	48.2465767
1170625272	16.3967204	48.2490299
1170625348	16.3913070	48.2447690
1170625535	16.3954944	48.2473542
1184436493	16.3926576	48.2142808
1242977448	16.0721130	48.5601849
1283628237	16.3921628	48.2170538
1284133387	16.0045632	48.6707777
1313678517	16.3741166	48.1855900
1351087012	16.1680851	48.4223318
1351087134	16.1677594	48.4219521
1351087211	16.1676264	48.4217684
1351951671	16.0880902	48.5906287
1351951674	16.0883995	48.5933875
1351951675	16.0882854	48.5947665
1351951676	16.0881821	48.5953599
1351951682	16.0877992	48.5967723
1367079148	16.4059897	48.2644815
1372316076	16.4008411	48.2572559
1377750564	16.3891323	48.2097719
1377750595	16.3923761	48.2152409
1377750605	16.3922550	48.2156638
1377750608	16.3921428	48.2166270
1377750611	16.3921729	48.2173260
1377750619	16.3922005	48.2178925
1377750623	16.3922319	48.2183214
1377750629	16.3922335	48.2186091
1377750631	16.3921603	48.2190753
1377750633	16.3919286	48.2200181
1377750643	16.3917391	48.2207746
1377750656	16.3916390	48.2213091
1377750658	16.3914943	48.2224333
1377750668	16.3913591	48.2234136
1377750693	16.3909929	48.2246379
1377750697	16.3905368	48.2260526
1377750699	16.3903955	48.2264838
1377750702	16.3902478	48.2269507
1377750730	16.3896163	48.2287167
1377750732	16.3893947	48.2291314
1377750734	16.3891506	48.2295099
1377750735	16.3889202	48.2298092
1377750737	16.3884588	48.2303271
1377750738	16.3879029	48.2308400
1377750740	16.3875777	48.2311206
1377750749	16.3874600	48.2312259
1377750752	16.3868737	48.2317539
1377750776	16.3855866	48.2328793
1377750779	16.3845134	48.2338048
1377750781	16.3842473	48.2340318
1377750783	16.3835651	48.2346377
1377750785	16.3832841	48.2349056
1377750790	16.3830186	48.2351881
1377750799	16.3826098	48.2357177
1377750825	16.3824812	48.2359260
1377750826	16.3823582	48.2361554
1377750828	16.3822369	48.2364270
1377750830	16.3821345	48.2367079
1377750831	16.3820686	48.2369431
1377750833	16.3820196	48.2371834
1377750844	16.3819761	48.2375646
1377750846	16.3819796	48.2379641
1377750848	16.3820170	48.2383006
1377750850	16.3820751	48.2386128
1377750852	16.3821813	48.2390554
1377750854	16.3822510	48.2392718
1377750857	16.3823690	48.2395563
1377750868	16.3825331	48.2398655
1377750870	16.3828006	48.2402421
1377939885	16.3573932	48.1799718
1377940183	16.3469489	48.1782879
1377940189	16.3480689	48.1786276
1377940198	16.3499982	48.1790537
1377940228	16.3593981	48.1805446
1377940242	16.3638311	48.1819606
1377940244	16.3646623	48.1822548
1377940246	16.3659790	48.1827614
1377940248	16.3668535	48.1831075
1377940252	16.3673318	48.1832771
1400057258	16.3926179	48.2767268
1400057261	16.3914310	48.2776974
1432225804	15.9635213	48.7072219
1432225807	15.9635996	48.7072795
1477502707	15.9710705	48.6903164
1477502708	15.9708094	48.6911210
1477516737	15.9549073	48.7464043
1477516738	15.9545541	48.7473479
1477516739	15.9540968	48.7482084
1477516740	15.9539689	48.7487434
1477516741	15.9540835	48.7494673
1477516742	15.9623220	48.7601538
1481057667	15.9631866	48.7607975
1481057668	15.9640049	48.7611788
1493333408	16.0723957	48.5176582
1493333458	16.0711064	48.5190808
1493752615	16.0801766	48.5119706
1493752689	16.0795167	48.5122152
1493752760	16.0778928	48.5128692
1493752828	16.0774255	48.5131030
1493752978	16.0766702	48.5135356
1493753011	16.0763548	48.5137400
1501300796	16.1927978	48.3887497
1501300842	16.1870829	48.3926764
1561701663	16.3603815	48.1808629
1646760167	15.9600091	48.6809917
1646760178	15.9594297	48.6805599
1654375877	16.3373976	48.3307719
1674716417	15.9538276	48.7443741
1674716469	15.9529865	48.7439038
1693325191	16.1751572	48.4130177
1697480495	16.1990773	48.3851269
1697667272	16.2101530	48.3827506
1697667273	16.2108300	48.3827067
1697667274	16.2113158	48.3826827
1697667275	16.2118136	48.3826257
1697667277	16.2134327	48.3823804
1697667458	16.2160261	48.3819953
1697667473	16.2214451	48.3811892
1697667485	16.2219080	48.3811209
1697668524	16.2087361	48.3829348
1700548242	16.3651793	48.1824490
1700548245	16.3647503	48.1822835
1710479167	16.0727830	48.5687850
1710479169	16.0733529	48.5701629
1710479174	16.0732150	48.5698985
1710479182	16.0727079	48.5684885
1710479406	16.0736104	48.5705884
1710479407	16.0740204	48.5711720
1710479411	16.0745328	48.5717795
1710479489	16.0726130	48.5680580
1710479490	16.0725655	48.5678179
1710479492	16.0725547	48.5677426
1710479494	16.0725253	48.5671039
1710479498	16.0724475	48.5651270
1710479530	16.0724312	48.5647670
1710479533	16.0724099	48.5643002
1710479534	16.0723919	48.5638451
1710479537	16.0723695	48.5633099
1710479577	16.0722988	48.5618174
1710479578	16.0721970	48.5611874
1710479579	16.0721434	48.5608624
1710519202	16.0720649	48.5596228
1710519208	16.0719259	48.5588965
1710519214	16.0716928	48.5581895
1710519215	16.0715423	48.5578444
1712548688	16.0750302	48.5722806
1712548705	16.0757237	48.5728731
1712548749	16.0789571	48.5752681
1712548765	16.0831202	48.5783731
